custid,frequency,monetary,daysincelastorder,mean_prod_in_order,meanqtyofprodinorder,_SEGMENT_
18001,-0.350320719,-0.451317818,-1.015984543,0.518025695,0.125903477,4
16347,-0.350320719,0.117395968,-1.051449078,1.086799375,0.121954505,4
13632,0.67361191,0.894004273,-0.65688281,0.771497238,0.275389902,3
14808,1.272574101,0.999983392,-0.321598054,0.622654374,0.543714145,3
14035,0.67361191,0.521113781,-0.557827649,-0.348740804,-0.099798145,3
13246,0.901326766,0.840402293,-0.822916325,0.443186275,0.609103289,3
13869,0.404282399,1.180567765,0.70702073,1.936710706,1.188697603,2
18097,0.901326766,1.114252367,-1.20494922,0.188102381,0.65974441,3
16771,0.67361191,0.926124616,-0.44460166,1.428030153,0.740022783,2
13817,-0.350320719,-0.660601051,-0.534302648,-0.464349858,-0.443879565,4
15622,1.428215028,1.265363222,-0.246145797,0.262103507,0.135931793,3
15561,0.404282399,0.197121427,-1.051449078,-0.854398695,-0.858922018,3
14251,0.67361191,1.030124346,-1.480323447,-0.044230226,0.738209877,3
18146,-0.350320719,-1.067110758,0.838722577,-1.162423032,-0.719434751,1
13636,0.67361191,0.292467069,-0.381508583,-0.209265964,-0.273129112,3
13737,-0.949282909,-0.528151586,1.213030581,0.82159191,-0.076840113,4
15829,-0.350320719,-0.016025213,0.492064966,0.57885864,1.402917158,2
15358,2.658607146,1.979687663,-1.33467511,0.554321592,0.823803604,3
17595,-0.350320719,-0.421190488,-1.015984543,1.201256541,-0.261883479,4
13464,-0.949282909,-0.046401921,0.000524312,1.086799375,0.820362991,2
15527,1.272574101,1.047729179,-0.822916325,0.259987102,-0.228815788,3
12669,-0.350320719,0.581655496,0.909879995,1.387676236,1.421430437,2
17282,0.074649719,0.797469445,0.763029864,0.683376065,1.687454171,2
17469,0.67361191,0.742526209,-0.883851411,0.119045,0.005248203,3
18235,0.074649719,0.659165944,0.179400912,0.86979576,1.267148434,2
15320,-0.949282909,-0.718460949,-0.228008441,1.046248337,0.998907744,4
12625,-0.350320719,0.924140251,1.270482263,1.126102488,1.71063433,2
14696,1.098582347,0.8867971,-1.33467511,0.235238741,0.519409195,3
15460,-0.949282909,-0.864341998,1.838987908,1.604679851,-0.525967882,4
16187,2.122514976,1.836311169,-0.488605717,0.268852534,0.856547928,3
17054,0.67361191,0.51847918,-0.557827649,0.030923827,0.114014074,3
16358,0.404282399,0.764256197,-1.480323447,0.57885864,0.679050962,3
12645,0.404282399,0.541229464,-0.44460166,-0.015526762,0.511485804,3
16968,-0.350320719,-0.311540475,-1.33467511,0.119045,0.259431741,4
14282,2.122514976,1.313438651,-1.381268286,-0.562110703,0.128790468,3
17187,-0.949282909,-0.810193925,1.344600292,-0.27710051,0.160824647,4
16945,2.376376046,1.47591627,-0.737001279,-0.130969842,0.045532111,3
12912,0.404282399,0.53556232,-1.164675067,-1.221840741,-0.140153652,3
18061,1.569009372,0.990638826,-0.737001279,-1.258865084,-0.334715318,3
17091,1.428215028,1.341425702,-1.429763743,0.328040749,0.25437292,3
18242,0.404282399,0.964645879,0.192106634,0.315934019,0.632636185,2
18095,-0.350320719,-0.110940928,1.698274618,-0.464349858,0.48044036,4
17967,-0.949282909,-1.770475403,1.891520663,1.046248337,-1.110900449,4
13812,0.074649719,-0.256931745,-0.264564363,-0.356954662,-0.331136364,4
12685,0.901326766,1.035121975,-0.557827649,0.598509034,0.614188311,3
18077,1.697544538,1.048733564,-1.164675067,0.251292375,0.103825044,3
16573,-0.350320719,-0.089563118,0.33483492,0.315934019,0.14543988,4
12775,0.67361191,0.377277924,-0.852993215,-0.398835476,-0.034124404,3
15525,0.074649719,0.033789743,-1.429763743,1.382409217,-0.138484194,2
15473,0.67361191,0.747471098,-0.948081849,-2.119385848,-0.131168323,3
18082,-0.949282909,-0.087002682,-0.631334003,1.631015844,1.502819126,2
12710,0.074649719,0.306557546,0.462239792,0.568918898,0.722065682,2
13271,-0.949282909,-1.082487973,-0.361200845,1.778554727,0.303950591,4
14481,-0.350320719,0.020930914,1.002841549,0.030923827,0.594567649,4
12616,-0.350320719,0.030190501,0.452129316,0.119045,0.081670598,4
14626,0.404282399,1.084367948,-0.682993173,0.758660443,0.892706545,2
14524,1.428215028,0.74698502,-0.488605717,0.311872806,-0.808410103,3
15727,1.098582347,1.551674034,-0.883851411,1.180231368,1.152182619,3
16910,1.272574101,0.606531599,-1.33467511,1.755118282,-0.364384533,3
16624,-0.350320719,-0.176931114,0.289137989,0.351915284,-0.076840113,4
16279,0.074649719,0.565269918,-0.737001279,0.885467741,0.789038181,2
14844,0.404282399,1.037681982,0.07254477,0.809251231,0.989909438,2
17621,0.074649719,0.295693281,-0.737001279,-0.794980986,-0.168926318,3
14578,-0.949282909,-1.103578794,-1.381268286,0.486487046,0.690948878,4
14088,1.925259395,3.357748075,-1.088005,1.231767774,1.977372283,3
15716,0.404282399,0.443829266,0.874833981,0.664998044,0.356395197,2
12757,1.428215028,1.398462667,-0.915532587,1.055371593,0.579257111,3
15506,0.074649719,0.202405895,-0.709690335,1.434126825,0.635957583,2
13418,2.376376046,1.715128859,-1.051449078,0.005326769,0.353545844,3
14715,0.404282399,0.219356564,-0.65688281,0.181362257,-0.125218342,3
12766,1.098582347,1.719194225,-1.381268286,1.221941211,1.295065303,3
15205,-0.350320719,-0.016181033,0.345989684,0.160925815,0.313974962,4
14224,0.404282399,0.281202017,0.595432196,0.651038884,-0.186207252,4
14776,1.697544538,0.989498258,-0.108255107,-0.458253185,0.696529169,3
14698,0.67361191,0.425684386,-1.480323447,1.110526071,-0.209438874,3
18178,0.404282399,0.584585931,0.747294882,0.437668986,0.444071848,2
15681,0.67361191,0.5650524,-0.631334003,-0.450975386,0.044966821,3
15769,2.658607146,3.493397025,-1.20494922,-1.249790443,2.448102445,3
15275,-0.949282909,-0.101669901,-0.361200845,1.201256541,1.354583378,2
14428,0.67361191,0.507625638,-1.20494922,0.687020148,-0.569412092,3
18219,1.569009372,0.85429431,-1.429763743,-0.348740804,-0.550376713,3
16386,-0.350320719,-0.800977636,-0.557827649,1.004367522,-0.457145417,4
17848,1.272574101,0.183082245,0.300728068,-0.877412839,-1.326179248,1
13301,0.404282399,-0.013197448,0.530701663,0.315934019,-0.51185705,4
14128,-0.350320719,-0.042437954,0.029858487,0.518025695,0.705059711,4
16880,1.098582347,0.587095739,-0.511234472,0.531307448,-0.486118787,3
17434,1.098582347,0.944113201,-1.429763743,0.235238741,0.490615752,3
17047,0.074649719,0.335281029,0.345989684,0.375351729,0.186000398,4
12441,-0.949282909,-1.338888282,1.876309524,-0.683845669,-0.43077071,1
13863,-0.949282909,-0.598216216,1.441161924,0.420972664,0.576344447,4
17236,0.901326766,0.238451492,-1.015984543,0.104773897,-0.759614273,3
14878,1.428215028,0.655760159,-1.015984543,-0.119514604,-0.464584568,3
17114,1.272574101,-0.015841101,-1.289840592,-0.1396292,-1.966348693,3
17947,-0.949282909,-0.923224608,-0.361200845,-0.398835476,0.330483246,4
16225,0.67361191,0.327738664,-0.228008441,0.596557544,-0.509056326,3
14881,-0.949282909,-0.913659013,-0.79358215,-0.165965193,0.667023858,4
12695,0.404282399,-0.228751178,-1.20494922,-1.105647,-1.293756874,1
15491,0.901326766,1.170459393,0.452129316,0.548804303,0.564911309,2
16655,0.901326766,1.266642088,-0.852993215,1.138939284,0.963701629,3
15121,-0.350320719,-0.386108938,-0.124641212,-0.27710051,-0.630122374,4
17965,2.027177219,1.022329817,-0.361200845,0.411332993,-0.391451294,3
15068,-0.350320719,-0.198447952,-0.192543905,1.478947227,0.160824647,4
15066,-0.949282909,0.275214729,-0.076145755,1.339472387,0.947548892,2
13814,-0.350320719,0.589867794,0.421271121,0.664998044,1.03418733,2
16445,-0.949282909,-0.843564779,-0.44460166,1.755118282,-0.343111457,4
14680,2.212071033,2.89573666,-0.631334003,-0.082286634,1.800782052,3
12494,1.098582347,0.300436858,-0.915532587,-0.574612438,-0.460965026,3
16817,1.428215028,0.718050752,-1.429763743,-0.502253245,-0.589281421,3
15201,0.67361191,0.086163762,0.367989827,-0.424639393,0.195419127,4
17731,0.404282399,0.351329934,0.27743372,-0.063730611,-0.358264708,4
16306,0.901326766,-0.116356721,1.280635947,-0.885177303,-0.664451486,1
13993,1.428215028,1.240979361,-0.264564363,-0.189839727,-0.460115085,3
15122,0.074649719,0.658108876,0.630896732,0.664998044,0.635957583,2
17800,1.428215028,0.375733748,-0.361200845,-0.471841084,-0.835201939,3
16205,0.404282399,0.077073943,-0.511234472,0.470420791,-0.183597862,4
18179,0.901326766,0.743205048,-1.12572162,-0.096907812,0.517038123,3
15762,-0.350320719,-0.053721151,0.100173311,0.315934019,-0.212644912,4
15570,1.815785429,1.338756811,-1.20494922,0.523207246,0.056777744,3
15062,0.404282399,0.134888823,0.179400912,-0.306463881,0.147374703,4
13208,0.67361191,0.434359891,0.01528194,0.729956978,0.056777744,2
18173,0.404282399,0.813331769,0.357040683,-0.809578293,0.74634469,3
15123,-0.350320719,0.925430654,-1.20494922,1.536361406,1.555020477,2
17706,2.296506729,2.102784629,-1.33467511,0.428856951,0.396342771,3
13486,0.074649719,0.348725263,0.265612988,0.420972664,0.420656893,4
16210,2.296506729,2.579452296,-1.480323447,-0.978282107,1.014610947,3
17227,0.901326766,0.189761705,-0.822916325,-0.949053133,-0.237902676,3
15033,1.569009372,1.025281248,-1.33467511,1.352505667,0.075912102,3
17527,0.404282399,0.278863282,-0.076145755,-0.306463881,-0.226104195,4
16101,-0.949282909,0.461854169,0.166557827,1.868223145,1.77206084,2
12420,-0.949282909,-0.086352254,0.07254477,0.82159191,0.988100972,2
15038,0.901326766,0.016022184,0.000524312,0.266325826,-1.584373931,4
12536,-0.949282909,1.408896316,0.01528194,3.440173868,3.159473208,2
13873,0.074649719,-0.551009949,0.673788528,-0.982230334,-1.456645794,1
14700,0.074649719,0.829135764,-0.466399955,0.990096419,1.019037268,2
17567,1.272574101,1.400817349,-1.20494922,0.288266864,0.792642758,3
15531,-0.350320719,0.798948138,-1.164675067,2.342056139,1.440842726,2
15306,0.074649719,0.428322891,0.086439358,0.278909676,0.62763534,2
14970,0.404282399,0.660318049,0.140447464,-0.766277522,-0.948783597,3
12556,-0.350320719,-0.122992508,-0.124641212,1.604679851,0.216686166,4
17073,0.404282399,0.600281441,-0.852993215,1.246076944,0.332120623,2
12890,-0.949282909,-0.423794075,-0.65688281,1.889690044,0.637614555,2
17571,0.404282399,0.557504306,-0.124641212,1.68835841,0.394160856,2
15298,1.697544538,1.305138225,-1.429763743,0.087699859,0.539466714,3
15563,0.074649719,0.398963401,-0.709690335,0.916246348,1.173237151,2
12483,1.272574101,0.714169135,-0.852993215,-0.745165464,-0.228815788,3
14388,1.272574101,1.172459858,-1.088005,0.429348107,0.403404459,3
17790,2.027177219,0.770259342,-0.606323106,-0.244348705,-1.109181775,3
17252,-0.350320719,-0.571799397,0.648239722,1.201256541,-0.547477012,4
15081,0.67361191,-0.184167049,-0.709690335,-0.891423039,-1.432777017,1
14264,-0.350320719,-0.421285014,0.937190939,-0.464349858,-1.38241901,1
17976,-0.949282909,-0.545323014,1.894539657,1.464181162,-0.497923716,4
17359,-0.949282909,-1.397739947,-1.051449078,-0.27710051,-0.284490088,4
13236,-0.350320719,-0.031587733,-0.65688281,0.075744229,0.333755583,4
13883,0.67361191,1.061763028,-1.088005,0.719357329,0.688105012,3
17883,0.404282399,-0.014270809,-1.381268286,1.004367522,-0.443879565,3
15235,1.815785429,0.96398489,1.300686612,-0.296600895,-0.35217851,3
16357,0.074649719,-0.197521087,-0.44460166,-0.533407238,-0.989388563,1
16066,0.67361191,0.701859891,-0.883851411,0.379987851,0.293156982,3
14305,0.074649719,0.756196548,0.179400912,0.900949753,0.924787433,2
17058,0.074649719,0.392699952,0.300728068,0.278909676,0.170963714,4
16589,0.074649719,-0.307149917,0.179400912,-0.398835476,-0.315368334,4
15764,0.901326766,1.175983903,0.378838977,0.719357329,0.740324646,2
16128,0.67361191,0.722760582,-0.852993215,0.119045,0.251717535,3
15142,-0.949282909,-0.223874124,-0.192543905,0.664998044,1.065005913,4
13629,1.569009372,1.844901905,-0.682993173,-1.476796596,1.077431194,3
12728,0.404282399,0.081519209,0.179400912,-0.398835476,-0.346125569,4
18053,-0.949282909,-0.649046956,0.166557827,0.278909676,0.718993044,4
15592,-0.949282909,-0.706342417,-0.192543905,0.201476853,0.477574419,4
15821,-0.350320719,-0.163934202,-0.228008441,0.82159191,-0.554740548,4
12388,0.901326766,1.050753241,-0.915532587,0.015627232,0.504039151,3
12406,-0.350320719,1.238015541,-0.709690335,1.434126825,1.874224018,2
16979,0.901326766,0.845556342,-1.381268286,-0.047459685,-0.000628125,3
14150,-0.350320719,0.06441853,-0.402169516,-0.063730611,0.686205037,4
12410,-0.350320719,-0.319293425,1.683961508,-0.336518219,-0.547477012,1
17812,0.404282399,-0.006591693,-1.015984543,0.845921225,-0.645834487,4
17861,1.272574101,0.886842378,-1.381268286,0.671920827,0.473981535,3
17512,1.569009372,1.145590744,-0.557827649,-0.437739512,0.65143612,3
15826,0.074649719,0.630468261,-0.029552578,0.375351729,0.778882514,2
12904,-0.350320719,-0.332512911,-0.822916325,0.82159191,-0.228815788,4
17069,1.428215028,1.081154649,-0.557827649,-0.042081781,0.080758547,3
14918,-0.350320719,0.735711091,0.639599875,0.486487046,0.932426673,2
15745,0.404282399,0.379781879,-0.79358215,0.030923827,-0.38607417,3
17964,-0.350320719,-0.314880438,-0.488605717,1.289377715,-0.058065336,4
16250,-0.350320719,-0.599961691,1.501434387,-0.464349858,-0.504868475,1
14629,-0.350320719,0.244712072,-1.33467511,1.900289693,0.238265134,2
14460,0.074649719,-0.459509569,0.595432196,-1.284157998,0.67505642,4
18079,0.404282399,1.31835225,-0.210143838,0.809251231,2.765590492,2
14179,-0.350320719,-0.025056578,-0.302280983,1.857352863,0.000843882,4
13881,2.524221586,2.553367707,-1.381268286,-0.606412846,1.362485734,3
16847,-0.949282909,-1.035220217,-0.246145797,-0.398835476,-0.99660478,1
17703,0.074649719,0.05115425,-0.402169516,0.147117568,0.229923193,4
12445,-0.949282909,-1.570906373,-0.709690335,-1.936610237,-0.798275674,1
16126,0.404282399,1.678729112,-0.534302648,0.636925476,1.231648005,2
15172,0.67361191,0.56796355,-1.164675067,0.278909676,0.686205037,3
15342,-0.949282909,-0.513837814,0.755188424,0.351915284,0.517038123,4
12707,-0.949282909,-0.125233115,1.621130215,0.86979576,0.544389768,4
14286,0.074649719,1.457259376,-0.682993173,2.145996772,2.475906569,2
13732,-0.949282909,-0.313332407,-0.557827649,0.82159191,1.322933072,2
13821,-0.350320719,-0.431273592,0.867698982,0.796790152,-0.736476401,4
15919,-0.350320719,-0.172086139,-0.79358215,1.631015844,0.333755583,2
12909,0.67361191,0.943906804,-0.321598054,0.119045,0.644546895,3
18180,0.901326766,0.705528968,-1.33467511,0.188102381,0.571082274,3
16393,1.925259395,1.163432055,-1.429763743,0.515627102,-0.254164386,3
12735,-0.350320719,-0.167407815,1.708897405,0.075744229,0.097960382,4
14222,-0.949282909,-0.034264637,1.083098857,1.046248337,1.451614467,2
17423,-0.350320719,0.082795429,-0.192543905,-0.165965193,0.604847866,4
15814,0.404282399,0.75967061,-0.883851411,0.140157058,0.70389065,3
14250,0.074649719,0.733944557,-1.20494922,0.975664058,0.980837435,2
12750,-0.949282909,-0.695241291,0.747294882,0.030923827,0.022692428,4
17555,-0.350320719,-0.312384443,-0.79358215,1.449242391,0.18724429,4
15406,-0.350320719,-0.226271949,-0.488605717,0.518025695,-0.367457171,4
15904,-0.949282909,-1.17294825,-1.164675067,0.664998044,-0.81658494,4
15426,0.67361191,0.476579024,-0.79358215,1.415748804,-0.282208552,3
16793,-0.949282909,-0.85758784,-0.01441895,0.030923827,0.031312591,4
12826,1.098582347,0.592341234,-1.429763743,-0.22828245,-0.016310178,3
12723,0.67361191,0.032138789,-1.381268286,-0.187432092,-0.566462196,3
16503,0.404282399,0.561980372,0.558876274,0.297555999,-0.055740706,4
13032,-0.350320719,0.25131771,-0.09209195,0.982900623,0.262920517,4
12781,-0.350320719,-0.026662789,0.07254477,-0.464349858,0.466035926,4
13453,-0.350320719,-0.643520269,1.009211396,-0.949053133,-1.32252954,1
17669,1.098582347,1.21337547,-0.264564363,-0.595724496,0.592721814,3
12712,1.925259395,1.358459001,-0.557827649,-0.721231277,-0.705859213,3
17604,-0.350320719,-0.738139138,1.300686612,0.796790152,-0.622349111,4
12808,0.074649719,-0.522142608,-0.381508583,-0.916715953,-1.256520246,1
17490,1.098582347,0.876015578,-1.533130973,-0.398835476,0.065137673,3
15264,-0.949282909,-0.321665451,0.086439358,0.664998044,0.820362991,4
15648,-0.350320719,-0.013903443,1.234244961,-0.27710051,-0.307567701,4
15811,0.901326766,0.886738236,-0.709690335,0.340033799,0.167172431,3
16930,0.074649719,-0.517378725,-0.606323106,0.090341536,-0.339105358,4
18272,0.901326766,1.184851843,-1.429763743,0.674220109,0.949424736,3
15581,1.569009372,-0.147108666,0.950614513,-0.231479574,-2.072965404,1
13362,0.404282399,1.145531967,-1.12572162,1.145309623,0.877811403,2
14487,0.901326766,0.372289494,-0.606323106,0.409719284,-0.301753066,3
12910,1.272574101,1.157645298,-0.682993173,-0.62533542,0.381714822,3
15503,-0.949282909,-1.190674628,1.863998805,1.846389273,-0.762540789,4
16744,1.098582347,0.46527779,-1.051449078,0.883240625,-0.386968547,3
13888,-0.350320719,-0.173000951,0.673788528,0.201476853,-0.196706718,4
14729,-0.949282909,-0.587473502,1.897550999,1.80156887,0.362779568,4
13035,-0.350320719,0.270731333,0.204677902,-0.113825283,0.932426673,2
16523,2.592942001,1.994273102,-1.480323447,-0.260619631,0.188486786,3
13908,0.404282399,0.925288338,0.27743372,0.796790152,0.986289548,2
16079,0.074649719,0.574741753,-0.883851411,-1.051287715,0.799101583,3
14040,1.815785429,1.270823218,-0.302280983,0.174586377,-0.219802839,3
16080,-0.350320719,-0.876596219,0.300728068,-1.162423032,-0.780264133,1
16921,-0.949282909,-1.21877533,0.044258345,1.403348217,0.065137673,4
15339,-0.350320719,-0.265212671,0.113750302,1.086799375,0.081670598,4
13516,0.074649719,0.53340718,-0.737001279,0.000145219,0.846721182,2
15557,-0.949282909,-0.434294909,-0.557827649,-0.063730611,0.310643575,4
14916,0.404282399,0.402836351,0.166557827,0.181362257,0.675456523,2
16081,0.67361191,1.064365092,-0.029552578,1.222966703,0.658282762,2
17290,-0.350320719,-0.21513765,-1.381268286,1.339472387,0.375438967,2
16466,1.098582347,0.646313388,-0.44460166,0.289598026,-0.322661301,3
14382,-0.949282909,-0.138282469,-0.606323106,2.463111897,2.387086945,2
15281,1.428215028,0.892949162,0.000524312,-0.085752716,-0.127418314,3
14152,-0.350320719,-0.111547959,0.22942825,0.486487046,0.960613572,4
16295,0.404282399,0.498006091,-1.12572162,0.221279581,0.308974117,3
16431,0.074649719,-0.02205369,1.280635947,0.486487046,0.042702772,4
16224,0.404282399,0.457925466,-0.01441895,0.470420791,0.694493475,2
16818,1.697544538,1.242774869,-1.088005,0.134433745,0.259749357,3
17582,-0.949282909,-1.196190375,1.391561889,0.548804303,-0.175806374,4
16558,2.524221586,1.904190062,-1.533130973,0.410849094,0.568970385,3
14245,-0.350320719,0.639189182,1.310586451,1.434126825,1.193970512,2
13983,1.569009372,0.998490621,-0.534302648,-0.477865861,-0.329945944,3
12847,-0.949282909,0.106308843,-0.709690335,1.824175662,1.883940619,2
13487,0.074649719,-0.105530216,-0.01441895,-0.316403624,-0.614630018,4
16656,2.122514976,1.909205073,-0.709690335,-1.42822609,1.334113841,3
18065,2.027177219,0.959020141,-1.289840592,-0.564185846,-0.832523134,3
17999,-0.350320719,-0.484657253,-0.361200845,1.164232198,-0.325197018,4
12627,0.901326766,1.407448033,-1.088005,1.066684779,1.230921415,3
16889,0.074649719,0.603979207,1.18048132,1.213363271,0.673454561,2
13379,0.074649719,-0.136614745,-0.606323106,0.853929091,0.373339089,4
13614,0.404282399,0.626471078,-0.65688281,1.33125853,-0.127693618,2
17349,-0.949282909,-1.384225325,1.094978693,-0.533407238,-0.218009016,1
15370,1.098582347,0.809686672,-0.302280983,-0.293796831,-0.378057112,3
15485,0.074649719,0.917543262,-0.511234472,0.664998044,1.071739583,2
14675,-0.949282909,-0.104595052,-0.883851411,2.224794909,0.928613639,2
17682,0.901326766,1.022421381,-1.088005,0.291370754,0.463132424,3
18177,0.901326766,0.479015599,-0.488605717,-0.377723419,-0.319289349,3
13178,1.697544538,1.64996985,-0.606323106,0.480668127,0.827233564,3
17043,0.404282399,0.671022656,-0.466399955,0.437668986,0.568441783,2
16283,0.67361191,0.690969889,-1.289840592,0.916246348,0.532438167,3
14647,-0.949282909,-1.287562183,1.218369798,0.420972664,-0.835201939,4
17166,-0.350320719,-0.913306942,-0.34123443,-1.051287715,-1.413623478,1
15203,0.901326766,0.73675161,-0.631334003,0.465020147,0.712822079,3
12963,1.272574101,0.733713848,-1.164675067,-0.398835476,-0.40660207,3
15110,0.404282399,0.268727238,-0.682993173,-0.724396707,-1.02409218,3
13708,-0.949282909,-0.77111957,1.542687619,1.339472387,0.690948878,4
14023,-0.350320719,-0.084682177,-1.20494922,0.030923827,0.223925965,4
15646,0.074649719,-0.28976717,0.957269846,-0.27710051,-0.115372185,4
17265,-0.350320719,-0.199358048,0.823964949,1.617915725,0.238265134,4
14640,0.901326766,0.766641841,-0.65688281,-0.015526762,-0.148538896,3
17416,1.098582347,1.78587685,-0.534302648,1.028467301,1.524378244,2
12480,0.404282399,0.975487418,-0.557827649,0.982900623,0.919023229,2
12550,-0.949282909,0.11703687,0.27743372,1.577789375,1.47518313,2
15584,0.404282399,0.022362534,-0.682993173,0.678806291,-0.736476401,4
17829,-0.949282909,0.222831379,1.647405587,0.771497238,1.346755181,2
17519,0.901326766,0.619704709,-0.852993215,-0.336518219,0.120635047,3
16274,-0.949282909,-0.644083731,1.897550999,1.631015844,0.056777744,4
15513,2.452147656,2.336293983,-0.44460166,0.021284155,0.694182999,3
13200,0.404282399,0.247021684,-0.79358215,-0.306463881,-0.055740706,3
12689,-0.350320719,0.416912751,-0.631334003,1.02547958,0.788315856,2
14548,-0.350320719,0.108127155,0.909879995,-1.936610237,0.031312591,1
14660,-0.350320719,-0.654041496,0.357040683,-0.063730611,-0.212644912,4
18135,0.67361191,0.041150366,-0.534302648,-1.569168191,-0.721127166,1
14664,-0.350320719,-0.090060648,-0.79358215,1.289377715,0.391062433,2
14127,0.074649719,-0.049986542,0.698799425,-0.2389708,-0.545066379,4
15505,0.67361191,1.168434827,-0.09209195,-0.025023091,1.08707342,2
14932,-0.949282909,-0.708989224,1.873243784,-0.063730611,-0.99660478,1
12759,0.074649719,0.495144812,-0.09209195,0.736974856,0.726658717,2
15036,0.074649719,-0.351325529,0.192106634,1.151648348,-0.525967882,4
13255,-0.350320719,-0.384934309,-1.12572162,-0.854398695,-0.450492632,4
12662,1.697544538,1.28970187,-1.533130973,0.319247252,0.257205876,3
16915,0.901326766,-0.139688726,-1.12572162,-0.710736145,-2.129882929,1
16566,0.67361191,0.050451306,-0.915532587,-1.447433225,-0.630122374,3
15974,1.098582347,1.203898418,-0.321598054,0.468109025,0.758499604,3
17442,0.901326766,0.944273227,-0.381508583,0.465020147,0.605700259,3
12733,-0.949282909,-0.366991104,1.382316911,0.420972664,0.005248203,4
12526,0.074649719,0.376553658,-1.533130973,0.420972664,0.341353651,3
18005,-0.350320719,-0.904990944,-1.381268286,0.636925476,-1.32252954,4
14129,0.67361191,0.350554781,-1.480323447,-0.533407238,-0.321648637,3
18211,0.67361191,-0.185832813,-0.631334003,-0.78342208,-0.842737242,3
15530,0.404282399,0.568803011,-0.737001279,0.548804303,0.470376958,2
17323,1.098582347,0.141509885,-0.915532587,0.548804303,-0.460965026,3
17892,-0.350320719,-1.215030551,-0.01441895,-0.220324478,-1.566064665,1
14951,-0.949282909,-0.593472627,0.27743372,0.351915284,0.824566736,4
14719,0.67361191,0.618847686,-1.480323447,1.27911862,0.279515365,3
16788,-0.350320719,-0.087653644,0.70702073,1.900289693,-0.003578022,4
15382,0.901326766,1.686554492,-0.948081849,1.403348217,1.573667611,2
17802,0.074649719,0.415164775,0.312206165,1.059908899,0.54078167,2
15800,-0.350320719,-0.022939073,0.568121252,1.550320566,0.121954505,4
14359,0.074649719,0.227843442,-0.79358215,0.227812846,-0.228815788,4
14704,1.098582347,0.545394118,-0.79358215,1.438463842,-0.132305285,3
12607,-0.949282909,0.519394366,0.029858487,2.122560327,2.049843426,2
15251,1.697544538,2.144265658,-1.12572162,-0.520570443,1.506534809,3
17616,-0.350320719,-0.119207652,1.058976734,-2.454490713,-0.284490088,1
12434,-0.350320719,0.086549581,0.33483492,0.518025695,0.227528197,4
17979,0.404282399,-0.07009603,-0.402169516,0.771497238,-0.584280575,4
15930,-0.949282909,-0.334183624,0.127173876,0.420972664,-0.012475141,4
16837,1.697544538,1.158227166,-0.488605717,-0.118478296,-0.156217322,3
17466,-0.350320719,0.101769119,-1.088005,0.278909676,0.077560443,4
14953,-0.949282909,-0.633538644,-0.631334003,1.550320566,0.137666618,4
13417,-0.350320719,-0.091570698,-1.33467511,-0.113825283,-0.694354011,4
18181,-0.949282909,-0.461794653,-0.65688281,1.126102488,-0.155293096,4
13121,-0.949282909,-0.718805017,1.534550781,1.434126825,0.617565403,4
15290,2.376376046,1.925074119,-1.33467511,-0.356954662,0.560186437,3
16354,-0.350320719,-0.603791529,0.07254477,-0.063730611,-0.893007334,4
13334,0.074649719,1.261130503,0.312206165,2.074356478,1.476736686,2
16170,0.901326766,0.736319139,-0.124641212,0.253616762,0.715911859,3
14869,-0.350320719,-0.025199858,-1.164675067,0.893232205,0.541684797,2
13104,0.67361191,0.252135767,-1.381268286,-1.506850934,-0.495157959,3
14753,-0.949282909,-0.275407006,0.367989827,0.608222012,0.283625519,4
17481,0.404282399,0.495300744,-1.381268286,0.33405135,0.687392903,3
14447,0.67361191,0.507603708,-0.822916325,-0.006100517,-0.16140729,3
12901,2.839718058,2.488211647,-1.088005,-1.379598678,1.992646634,3
16685,-0.350320719,-0.678712548,0.044258345,0.692466854,0.262920517,4
17854,-0.350320719,-0.494550205,1.129921616,-0.766277522,-1.265712708,1
14636,-0.350320719,-0.254420239,-0.381508583,-0.27710051,-0.437305746,4
12425,-0.949282909,0.209958345,0.265612988,1.201256541,1.509621719,2
18172,2.524221586,1.912649813,-0.948081849,-0.606412846,0.059292354,3
15759,-0.350320719,-0.886827332,1.639957451,-1.569168191,-1.701080233,1
18033,-0.949282909,-1.538073564,0.100173311,0.916246348,0.190967605,4
14232,0.67361191,0.747179487,-0.264564363,0.323211819,0.960984594,2
13917,-0.350320719,-0.799871232,-0.1412565,-0.606412846,-0.284490088,4
13023,-0.350320719,-0.155780856,0.086439358,0.160925815,-0.110481734,4
13517,0.074649719,0.833772999,0.01528194,1.213363271,1.128444522,2
13758,1.098582347,1.136890142,-1.051449078,0.017823707,0.566551857,3
12642,0.074649719,0.303507847,-0.631334003,0.030923827,0.356395197,4
16710,1.569009372,0.961158182,-0.79358215,1.090784559,0.095532134,3
17633,0.404282399,0.474958083,-0.488605717,0.097578101,-0.053420946,3
16729,2.524221586,1.798669653,-0.34123443,0.801789182,0.595599975,3
15225,-0.949282909,-0.497302987,1.382316911,0.351915284,0.369127353,4
17932,0.074649719,0.486753615,-0.534302648,0.719357329,0.547986153,2
17611,2.122514976,1.342989649,-1.20494922,0.984343029,0.078383695,3
16495,-0.350320719,-0.028416127,-1.381268286,1.254855332,0.223925965,2
12700,0.404282399,1.459935411,-1.20494922,1.737254349,1.690658355,2
15953,1.272574101,0.66377034,-0.915532587,-0.351814814,-0.397080361,3
